year,rank,nation,gold,silver,bronze,total,all_total,all_gold,all_silver,all_bronze,prop_total,prop_gold,prop_silver,prop_bronze
1962,10,Singapore,1,0,2,3,372,120,122,130,0.008064516129032258,0.008333333333333333,0,0.015384615384615385
1962,11,Sri Lanka,0,2,3,5,372,120,122,130,0.013440860215053764,0,0.01639344262295082,0.023076923076923078
1962,12,Hong Kong,0,2,0,2,372,120,122,130,0.005376344086021506,0,0.01639344262295082,0
1962,13,Afghanistan,0,0,1,1,372,120,122,130,0.002688172043010753,0,0,0.007692307692307693
1962,13,Cambodia,0,0,1,1,372,120,122,130,0.002688172043010753,0,0,0.007692307692307693
1962,13,South Vietnam,0,0,1,1,372,120,122,130,0.002688172043010753,0,0,0.007692307692307693
1966,1,Japan,78,53,33,164,450,140,140,170,0.36444444444444446,0.5571428571428572,0.37857142857142856,0.19411764705882353
1966,2,South Korea,12,18,21,51,450,140,140,170,0.11333333333333333,0.08571428571428572,0.12857142857142856,0.12352941176470589
1966,3,Thailand,12,14,11,37,450,140,140,170,0.08222222222222222,0.08571428571428572,0.1,0.06470588235294118
1966,4,Malaysia,7,5,6,18,450,140,140,170,0.04,0.05,0.03571428571428571,0.03529411764705882
1966,5,India,7,3,11,21,450,140,140,170,0.04666666666666667,0.05,0.02142857142857143,0.06470588235294118
1966,6,Iran,6,8,17,31,450,140,140,170,0.06888888888888889,0.04285714285714286,0.05714285714285714,0.1
1966,7,Indonesia,5,5,12,22,450,140,140,170,0.04888888888888889,0.03571428571428571,0.03571428571428571,0.07058823529411765
1966,8,Chinese Taipei,5,4,10,19,450,140,140,170,0.042222222222222223,0.03571428571428571,0.02857142857142857,0.058823529411764705
1966,9,Israel,3,5,3,11,450,140,140,170,0.024444444444444446,0.02142857142857143,0.03571428571428571,0.01764705882352941
1966,10,Philippines,2,15,25,42,450,140,140,170,0.09333333333333334,0.014285714285714285,0.10714285714285714,0.14705882352941177
1966,11,Pakistan,2,4,2,8,450,140,140,170,0.017777777777777778,0.014285714285714285,0.02857142857142857,0.011764705882352941
1966,12,Myanmar,1,0,4,5,450,140,140,170,0.011111111111111112,0.007142857142857143,0,0.023529411764705882
1966,13,Singapore,0,5,7,12,450,140,140,170,0.02666666666666667,0,0.03571428571428571,0.041176470588235294
1966,14,South Vietnam,0,1,1,2,450,140,140,170,0.0044444444444444444,0,0.007142857142857143,0.0058823529411764705
1966,15,Sri Lanka,0,0,6,6,450,140,140,170,0.013333333333333334,0,0,0.03529411764705882
1966,16,Hong Kong,0,0,1,1,450,140,140,170,0.0022222222222222222,0,0,0.0058823529411764705
1970,1,Japan,74,47,23,144,427,137,133,157,0.3372365339578454,0.5401459854014599,0.3533834586466165,0.1464968152866242
1970,2,South Korea,18,13,23,54,427,137,133,157,0.12646370023419204,0.13138686131386862,0.09774436090225563,0.1464968152866242
1970,3,Thailand,9,17,13,39,427,137,133,157,0.09133489461358314,0.06569343065693431,0.12781954887218044,0.08280254777070063
1970,4,Iran,9,7,7,23,427,137,133,157,0.053864168618266976,0.06569343065693431,0.05263157894736842,0.044585987261146494
1970,5,India,6,9,10,25,427,137,133,157,0.0585480093676815,0.043795620437956206,0.06766917293233082,0.06369426751592357
1970,6,Israel,6,6,5,17,427,137,133,157,0.03981264637002342,0.043795620437956206,0.045112781954887216,0.03184713375796178
1970,7,Malaysia,5,1,7,13,427,137,133,157,0.03044496487119438,0.0364963503649635,0.007518796992481203,0.044585987261146494
1970,8,Myanmar,3,2,7,12,427,137,133,157,0.02810304449648712,0.021897810218978103,0.015037593984962405,0.044585987261146494
1970,9,Indonesia,2,5,17,24,427,137,133,157,0.05620608899297424,0.014598540145985401,0.03759398496240601,0.10828025477707007
1970,10,Sri Lanka,2,2,0,4,427,137,133,157,0.00936768149882904,0.014598540145985401,0.015037593984962405,0
1970,11,Philippines,1,9,12,22,427,137,133,157,0.05152224824355972,0.0072992700729927005,0.06766917293233082,0.07643312101910828
1970,12,Chinese Taipei,1,5,12,18,427,137,133,157,0.04215456674473068,0.0072992700729927005,0.03759398496240601,0.07643312101910828
1970,13,Pakistan,1,2,7,10,427,137,133,157,0.0234192037470726,0.0072992700729927005,0.015037593984962405,0.044585987261146494
1970,14,Singapore,0,6,9,15,427,137,133,157,0.0351288056206089,0,0.045112781954887216,0.05732484076433121
1970,15,Cambodia,0,2,3,5,427,137,133,157,0.0117096018735363,0,0.015037593984962405,0.01910828025477707
1970,16,South Vietnam,0,0,2,2,427,137,133,157,0.00468384074941452,0,0,0.012738853503184714
1974,1,Japan,75,49,51,175,602,201,197,204,0.29069767441860467,0.373134328358209,0.24873096446700507,0.25
1974,2,Iran,36,28,17,81,602,201,197,204,0.1345514950166113,0.1791044776119403,0.14213197969543148,0.08333333333333333
1974,3,China,33,45,28,106,602,201,197,204,0.1760797342192691,0.16417910447761194,0.22842639593908629,0.13725490196078433
1974,4,South Korea,16,26,15,57,602,201,197,204,0.0946843853820598,0.07960199004975124,0.1319796954314721,0.07352941176470588
1974,5,Indonesia,15,14,17,46,602,201,197,204,0.07641196013289037,0.07462686567164178,0.07106598984771574,0.08333333333333333
1974,6,Israel,7,4,8,19,602,201,197,204,0.03156146179401993,0.03482587064676617,0.02030456852791878,0.0392156862745098
